TSEAMCET-2017: LAST RANK STATEMENT (FIRST PHASE),,,,,,,,,,,,,,,,,,,,,,,,,,
inst_code,inst_name,place,Dist Name ,co_educ,college_type,year_of_estab,branch_code,branch_name,OC_            BOYS,OC_           GIRLS,BC_A_           BOYS,BC_A_        GIRLS,BC_B_        BOYS,BC_B_      GIRLS,BC_C_         BOYS,BC_C_          GIRLS,BC_D_           BOYS,BC_D_          GIRLS,BC_E_          BOYS,BC_E_             GIRLS,SC_                        BOYS,SC_                       GIRLS,ST_                 BOYS,ST_                    GIRLS,TUITION_FEE_2017,Affiliated_to
JNTHMB,JNTUH-5 YEAR INTEGRATED MBA  SELF FINANCE,KUKATPALLY,MDL,COED,SF,1965,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,2334,2334,2334,8405,3774,4100,2334,2334,4473,4473,2334,2334,10925,14256,2334,2334,35000,JNTUH
JNTHMB,JNTUH-5 YEAR INTEGRATED MBA  SELF FINANCE,KUKATPALLY,MDL,COED,SF,1965,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,3034,4346,9363,9363,3034,5686,3034,4346,3034,6901,3034,4346,13988,13988,10378,10378,35000,JNTUH
JNTHMB,JNTUH-5 YEAR INTEGRATED MBA  SELF FINANCE,KUKATPALLY,MDL,COED,SF,1965,MEC,MECHANICAL ENGINEERING,3660,5276,9457,9457,3660,5276,3660,5276,3660,5276,12625,12625,8901,23158,3660,17770,35000,JNTUH
JNTHMT,JNTUH-5 YEAR INTEGRATED MTECH  SELF FINANCE,KUKATPALLY,MDL,COED,SF,1965,CIV,CIVIL ENGINEERING,3575,5858,3575,5858,6932,6932,3575,5858,4636,5858,6210,6210,12365,17254,10634,10634,35000,JNTUH
JNTHMT,JNTUH-5 YEAR INTEGRATED MTECH  SELF FINANCE,KUKATPALLY,MDL,COED,SF,1965,CSE,COMPUTER SCIENCE  AND  ENGINEERING,1332,1332,5628,5628,2342,2342,1332,1332,1332,3368,1332,2993,7311,12998,13285,13285,35000,JNTUH
JNTHMT,JNTUH-5 YEAR INTEGRATED MTECH  SELF FINANCE,KUKATPALLY,MDL,COED,SF,1965,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,1715,2234,9164,9164,3210,3210,1715,2234,2582,2582,1715,2234,12434,12434,1715,21282,35000,JNTUH
JNTHMT,JNTUH-5 YEAR INTEGRATED MTECH  SELF FINANCE,KUKATPALLY,MDL,COED,SF,1965,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,2567,2775,2567,8218,4677,4677,2567,2775,2799,5951,6249,13241,12033,12033,11534,11534,35000,JNTUH
JNTHMT,JNTUH-5 YEAR INTEGRATED MTECH  SELF FINANCE,KUKATPALLY,MDL,COED,SF,1965,MEC,MECHANICAL ENGINEERING,3214,5038,9546,9546,3308,5559,11463,11463,4262,5038,3214,40720,10825,17875,9092,9092,35000,JNTUH
JNTM,JNTU COLLEGE OF ENGG  MANTHANI,MANTHANI,PDL,COED,UNIV,2010,CIV,CIVIL ENGINEERING,13738,13738,21726,33281,19507,20034,13738,13738,18273,18863,32827,40213,30606,35977,19016,27218,10000,JNTUH
JNTM,JNTU COLLEGE OF ENGG  MANTHANI,MANTHANI,PDL,COED,UNIV,2010,CSE,COMPUTER SCIENCE  AND  ENGINEERING,10383,10742,19326,26479,12904,15514,19903,19903,15130,15814,20465,20465,34398,34398,19168,24994,10000,JNTUH
JNTM,JNTU COLLEGE OF ENGG  MANTHANI,MANTHANI,PDL,COED,UNIV,2010,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,11687,12922,23089,32151,17323,17323,11687,12922,18049,18049,20640,42556,27463,27606,24272,27362,10000,JNTUH
JNTM,JNTU COLLEGE OF ENGG  MANTHANI,MANTHANI,PDL,COED,UNIV,2010,MEC,MECHANICAL ENGINEERING,13677,14507,25154,33074,17834,26886,13677,64239,18903,20095,28771,63808,35754,44419,28219,29628,10000,JNTUH
JNTM,JNTU COLLEGE OF ENGG  MANTHANI,MANTHANI,PDL,COED,UNIV,2010,MIN,MINING ENGINEERING,17870,22164,23328,50762,19981,33463,17870,22164,24122,45487,35942,35942,42328,65087,17870,48124,10000,JNTUH
JNTS,J N T U COLLEGE OF ENGINEERING  SULTANPUR,SULTANPUR,SRD,COED,UNIV,2012,CEE,CIVIL ENVIRONMENTAL ENGINEERING,18298,19603,37734,37734,23122,23122,61410,61410,19951,21993,40535,72385,39437,41381,31248,36323,10000,JNTUH
JNTS,J N T U COLLEGE OF ENGINEERING  SULTANPUR,SULTANPUR,SRD,COED,UNIV,2012,CSE,COMPUTER SCIENCE  AND  ENGINEERING,4851,7455,13504,13504,10419,10419,4851,8840,9754,13682,14261,14261,24099,25826,23076,23788,10000,JNTUH
JNTS,J N T U COLLEGE OF ENGINEERING  SULTANPUR,SULTANPUR,SRD,COED,UNIV,2012,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,6571,7639,16767,17276,9081,10966,6571,7639,11208,11369,16446,16446,22410,22937,12178,12178,10000,JNTUH
JNTS,J N T U COLLEGE OF ENGINEERING  SULTANPUR,SULTANPUR,SRD,COED,UNIV,2012,MNT,MATERIAL SCIENCE AND NANO TECHNOLOGY,17903,22149,35187,35187,23551,32567,51094,51094,22369,31905,86330,86330,44572,60667,36830,45924,10000,JNTUH
JOGI,JOGINPALLY B R ENGINEERING COLLEGE,YENKAPALLY,RR,COED,PVT,2002,CSE,COMPUTER SCIENCE  AND  ENGINEERING,27532,28425,92681,92835,46100,50306,68768,68768,45644,47086,98715,98715,95720,98489,87371,98903,75000,JNTUH
JOGI,JOGINPALLY B R ENGINEERING COLLEGE,YENKAPALLY,RR,COED,PVT,2002,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,37211,37211,101693,101693,61082,61082,68888,68888,49795,53742,59923,59923,93257,100968,98717,98717,75000,JNTUH
JOGI,JOGINPALLY B R ENGINEERING COLLEGE,YENKAPALLY,RR,COED,PVT,2002,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,50947,50947,67756,77280,72489,72489,50947,50947,72417,100643,62535,74645,50947,50947,63922,97512,75000,JNTUH
JOGI,JOGINPALLY B R ENGINEERING COLLEGE,YENKAPALLY,RR,COED,PVT,2002,INF,INFORMATION TECHNOLOGY,37988,37988,101738,101738,58546,67895,37988,52333,52049,52049,67846,67846,37988,37988,37988,37988,75000,JNTUH
JOGI,JOGINPALLY B R ENGINEERING COLLEGE,YENKAPALLY,RR,COED,PVT,2002,MEC,MECHANICAL ENGINEERING,72217,74064,82997,89854,91915,93857,75684,75684,75878,75878,93023,102994,87208,103321,97985,98280,75000,JNTUH
JPNE,JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,MAHABUBNAGAR,MBN,COED,PVT,1997,CIV,CIVIL ENGINEERING,102011,102011,102011,102011,102011,102011,102011,102011,102011,102011,102011,102011,102011,102011,102011,102011,69000,JNTUH
JPNE,JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,MAHABUBNAGAR,MBN,COED,PVT,1997,CSE,COMPUTER SCIENCE  AND  ENGINEERING,77002,77127,100029,100618,100211,100211,77002,77127,99522,99522,80950,80950,93288,93288,101967,101967,69000,JNTUH
JPNE,JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,MAHABUBNAGAR,MBN,COED,PVT,1997,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,99515,99515,99515,99515,99515,99515,99515,99515,99515,99515,99515,99515,99515,99515,99515,99515,69000,JNTUH
JPNE,JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,MAHABUBNAGAR,MBN,COED,PVT,1997,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,99018,99018,99018,99018,99018,99018,99018,99018,99018,99018,99018,99018,99018,99018,99018,99018,69000,JNTUH
JPNE,JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,MAHABUBNAGAR,MBN,COED,PVT,1997,MEC,MECHANICAL ENGINEERING,100771,100771,100771,100771,100771,100771,100771,100771,100771,100771,103217,103217,100771,100771,100771,100771,69000,JNTUH
KCEA,KSHATRIYA COLLEGE OF ENGINEERING,ARMOOR,NZB,COED,PVT,2001,CIV,CIVIL ENGINEERING,85715,90260,94869,96587,85715,96390,85715,90260,85715,90260,86611,90260,101908,101908,85715,90260,40000,JNTUH
KCEA,KSHATRIYA COLLEGE OF ENGINEERING,ARMOOR,NZB,COED,PVT,2001,CSE,COMPUTER SCIENCE  AND  ENGINEERING,83778,88946,83778,88946,83778,96276,83778,88946,83778,88946,83778,88946,83778,88946,87784,88946,40000,JNTUH
KCEA,KSHATRIYA COLLEGE OF ENGINEERING,ARMOOR,NZB,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,101477,101477,101477,101477,101477,101477,101477,101477,101477,101477,101477,101477,101477,101477,101477,101477,40000,JNTUH
KCEA,KSHATRIYA COLLEGE OF ENGINEERING,ARMOOR,NZB,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,79510,79510,79510,79510,79510,79510,79510,79510,79510,93192,79510,79510,93383,93383,79510,79510,40000,JNTUH
KCEA,KSHATRIYA COLLEGE OF ENGINEERING,ARMOOR,NZB,COED,PVT,2001,MEC,MECHANICAL ENGINEERING,79141,99805,79141,99805,79141,99805,79141,99805,79141,99805,79141,99805,103063,103063,79141,101073,40000,JNTUH
KDDW,KODADA INST OF TECHNOLOGY AND SCIENCE FOR WOMEN,KODADA,SRP,GIRLS,PVT,2008,CIV,CIVIL ENGINEERING,NA,100495,NA,100495,NA,100495,NA,100495,NA,100495,NA,100495,NA,100495,NA,100495,55000,JNTUH
KDDW,KODADA INST OF TECHNOLOGY AND SCIENCE FOR WOMEN,KODADA,SRP,GIRLS,PVT,2008,CSE,COMPUTER SCIENCE  AND  ENGINEERING,NA,81006,NA,94264,NA,90357,NA,88313,NA,82854,NA,85854,NA,94725,NA,94892,55000,JNTUH
KDDW,KODADA INST OF TECHNOLOGY AND SCIENCE FOR WOMEN,KODADA,SRP,GIRLS,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,101023,NA,101023,NA,101023,NA,101023,NA,101023,NA,101023,NA,101023,NA,101023,55000,JNTUH
KDDW,KODADA INST OF TECHNOLOGY AND SCIENCE FOR WOMEN,KODADA,SRP,GIRLS,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,NA,100843,NA,100843,NA,100843,NA,100843,NA,100843,NA,100843,NA,100843,NA,100843,55000,JNTUH
KGRH,KGREDDY COLLEGE OF ENGG AND TECHNOLOGY,MOINABAD,RR,COED,PVT,2008,CIV,CIVIL ENGINEERING,64636,77722,95999,95999,88902,99070,64636,84693,66019,78675,94492,94492,87288,96299,78060,81056,65000,JNTUH
KGRH,KGREDDY COLLEGE OF ENGG AND TECHNOLOGY,MOINABAD,RR,COED,PVT,2008,CSE,COMPUTER SCIENCE  AND  ENGINEERING,48202,48202,97067,101183,63302,73450,63171,63171,60288,60903,80420,80420,98365,98365,48202,48202,65000,JNTUH
KGRH,KGREDDY COLLEGE OF ENGG AND TECHNOLOGY,MOINABAD,RR,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,52448,52448,99563,100370,72080,73163,52448,73606,64140,68863,52448,82233,52448,98434,90958,90958,65000,JNTUH
KGRH,KGREDDY COLLEGE OF ENGG AND TECHNOLOGY,MOINABAD,RR,COED,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,101459,101459,101459,101459,101459,101459,101459,101459,101459,101459,101459,101459,101459,101459,101459,101459,65000,JNTUH
KGRH,KGREDDY COLLEGE OF ENGG AND TECHNOLOGY,MOINABAD,RR,COED,PVT,2008,MEC,MECHANICAL ENGINEERING,100278,100278,100278,100278,102382,102382,100278,100278,100278,100278,100278,100278,100278,100278,100278,100278,65000,JNTUH
KITE,KRISHNAMURTHY INST OF TECHNOLOGY AND ENGG,GHATKESAR,MDL,COED,PVT,2007,CIV,CIVIL ENGINEERING,64851,68814,64851,100497,64851,68814,64851,68814,64851,96839,64851,100582,96903,103129,88607,88607,42000,JNTUH
KITE,KRISHNAMURTHY INST OF TECHNOLOGY AND ENGG,GHATKESAR,MDL,COED,PVT,2007,CSE,COMPUTER SCIENCE  AND  ENGINEERING,53589,54229,70205,77169,71528,81920,85736,97107,62405,62405,75191,83346,98177,98177,102979,102979,42000,JNTUH
KITE,KRISHNAMURTHY INST OF TECHNOLOGY AND ENGG,GHATKESAR,MDL,COED,PVT,2007,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,58397,58397,72505,90367,62909,101977,58397,58397,66577,67564,63670,94999,103325,103325,86929,86929,42000,JNTUH
KITE,KRISHNAMURTHY INST OF TECHNOLOGY AND ENGG,GHATKESAR,MDL,COED,PVT,2007,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,99373,99373,99373,99373,99373,99373,99373,99373,99373,99373,99373,99373,99373,99373,99373,99373,42000,JNTUH
KITE,KRISHNAMURTHY INST OF TECHNOLOGY AND ENGG,GHATKESAR,MDL,COED,PVT,2007,MEC,MECHANICAL ENGINEERING,92137,93071,92137,93071,95223,95223,92137,93071,92137,93071,92137,99896,96589,96589,102111,102111,42000,JNTUH
KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WARANGAL,WGU,COED,PVT,1980,CIV,CIVIL ENGINEERING,12916,12916,35120,39477,20671,22002,12916,12916,19341,22269,33599,67663,39184,39184,30688,32004,105000,KU
KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WARANGAL,WGU,COED,PVT,1980,CSE,COMPUTER SCIENCE  AND  ENGINEERING,7229,7229,34685,34685,12814,12814,17345,17401,12114,12114,18738,27185,46652,46928,32016,39952,105000,KU
KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WARANGAL,WGU,COED,PVT,1980,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,8909,8909,34497,34497,15764,15764,15116,15116,14999,15056,27153,27153,46503,46503,34673,37368,105000,KU
KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WARANGAL,WGU,COED,PVT,1980,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,10836,10836,34687,34687,17611,18762,40023,40023,15879,19630,18949,49640,41117,43726,30202,33309,105000,KU
KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WARANGAL,WGU,COED,PVT,1980,EIE,ELECTRONICS AND INSTRUMENTATION ENGINEERING,21177,21177,80972,80972,32446,32446,21177,21177,24024,24913,83254,83254,80493,81592,49887,51586,105000,KU
KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WARANGAL,WGU,COED,PVT,1980,INF,INFORMATION TECHNOLOGY,10453,10523,44040,44040,18057,18057,10453,18573,18266,18332,44624,44624,51953,55832,36030,45436,105000,KU
KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WARANGAL,WGU,COED,PVT,1980,MEC,MECHANICAL ENGINEERING,10916,16955,34182,83762,18317,30369,91445,91445,19219,32894,32383,43557,49021,58317,28107,40155,105000,KU
KITW,KAKATIYA INST OF TECHNOLOGY SCI FOR WOMEN,NIZAMABAD,NZB,GIRLS,PVT,2009,CIV,CIVIL ENGINEERING,NA,77790,NA,85143,NA,79759,NA,90524,NA,101642,NA,94998,NA,82974,NA,77790,35000,JNTUH
KITW,KAKATIYA INST OF TECHNOLOGY SCI FOR WOMEN,NIZAMABAD,NZB,GIRLS,PVT,2009,CSE,COMPUTER SCIENCE  AND  ENGINEERING,NA,67691,NA,84298,NA,74413,NA,67691,NA,79029,NA,87604,NA,102791,NA,91197,35000,JNTUH
KITW,KAKATIYA INST OF TECHNOLOGY SCI FOR WOMEN,NIZAMABAD,NZB,GIRLS,PVT,2009,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,99950,NA,100267,NA,100733,NA,100840,NA,99950,NA,99950,NA,99950,NA,99950,35000,JNTUH
KITW,KAKATIYA INST OF TECHNOLOGY SCI FOR WOMEN,NIZAMABAD,NZB,GIRLS,PVT,2009,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,NA,66096,NA,73866,NA,87191,NA,66096,NA,66096,NA,66096,NA,86644,NA,95502,35000,JNTUH
KLRT,KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,PALONCHA,KGM,COED,PVT,2008,CIV,CIVIL ENGINEERING,94680,94680,96036,96036,94680,94680,94680,94680,94935,95865,101603,101603,96021,98530,94680,94680,60000,JNTUH
KLRT,KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,PALONCHA,KGM,COED,PVT,2008,CSE,COMPUTER SCIENCE  AND  ENGINEERING,103138,103138,103138,103138,103138,103138,103138,103138,103138,103138,103138,103138,103138,103138,103138,103138,60000,JNTUH
KLRT,KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,PALONCHA,KGM,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,100434,100434,100434,100434,100434,100434,100434,100434,100434,100434,100434,100434,100434,100434,100434,100434,60000,JNTUH
KLRT,KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,PALONCHA,KGM,COED,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,75666,97401,85098,101412,92518,97401,75666,97401,76840,97401,84700,97401,93801,103285,84848,97401,60000,JNTUH
KLRT,KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,PALONCHA,KGM,COED,PVT,2008,MEC,MECHANICAL ENGINEERING,99939,102893,102033,102893,99939,102893,99939,102893,99939,102893,99939,102893,99939,102893,99939,102893,60000,JNTUH
KMIT,KESHAV MEMORIAL INST OF TECHNOLOGY,NARAYANAGUDA,HYD,COED,PVT,2007,CSE,COMPUTER SCIENCE  AND  ENGINEERING,6431,6909,30770,30770,12308,12308,10553,26419,11458,14974,27216,42029,52009,53429,39056,68732,77000,JNTUH
KMIT,KESHAV MEMORIAL INST OF TECHNOLOGY,NARAYANAGUDA,HYD,COED,PVT,2007,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,7605,7836,32364,32364,12887,13508,7605,7836,14620,16017,47235,56305,55595,55595,38754,69607,77000,JNTUH
KMIT,KESHAV MEMORIAL INST OF TECHNOLOGY,NARAYANAGUDA,HYD,COED,PVT,2007,INF,INFORMATION TECHNOLOGY,8401,8401,36578,36578,15298,15298,31427,31427,16909,16909,12601,12601,59463,59463,45876,73042,77000,JNTUH
KMTS,KHAMMAM INST OF TECHNOLOGY AND SCIENCE,KHAMMAM,KHM,COED,PVT,2008,CSE,COMPUTER SCIENCE  AND  ENGINEERING,59573,59573,102727,102727,101786,101786,102203,102203,76315,76315,100152,100152,98719,98719,96289,96289,40000,JNTUH
KMTS,KHAMMAM INST OF TECHNOLOGY AND SCIENCE,KHAMMAM,KHM,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,101940,102743,101940,102743,101940,102743,101940,102743,101940,102743,101940,102743,101940,102743,101940,102743,40000,JNTUH
KMTS,KHAMMAM INST OF TECHNOLOGY AND SCIENCE,KHAMMAM,KHM,COED,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,86422,86422,91558,91558,94135,94135,86422,86422,98752,98752,86422,86422,101250,101250,97808,97808,40000,JNTUH
KMTS,KHAMMAM INST OF TECHNOLOGY AND SCIENCE,KHAMMAM,KHM,COED,PVT,2008,MEC,MECHANICAL ENGINEERING,101261,101261,101261,101261,101261,101261,101261,101261,101261,101261,101261,101261,101261,101261,101261,101261,40000,JNTUH
KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,HAYATHNAGAR,RR,COED,PVT,2008,CIV,CIVIL ENGINEERING,99118,103237,102769,103237,99118,103237,99118,103237,99118,103237,99118,103237,103456,103456,99118,103237,59890,JNTUH
KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,HAYATHNAGAR,RR,COED,PVT,2008,CSE,COMPUTER SCIENCE  AND  ENGINEERING,49967,52775,86256,89682,87534,87534,69540,69540,69331,69331,67696,67696,98522,103218,60560,72640,59890,JNTUH
KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,HAYATHNAGAR,RR,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,86377,86798,86377,86798,102614,102614,86377,86798,94395,94395,103053,103053,88811,89010,103441,103441,59890,JNTUH
KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,HAYATHNAGAR,RR,COED,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,100476,100476,100476,100476,101843,101843,100476,100476,100476,100476,100476,100476,100476,100476,100476,100476,59890,JNTUH
KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,HAYATHNAGAR,RR,COED,PVT,2008,MEC,MECHANICAL ENGINEERING,101859,101859,102099,102099,101859,101859,101859,101859,101859,101859,102486,102486,102622,102622,101859,101859,59890,JNTUH
KPRT,KOMMURI PRATAP REDDY INST OF TECHNOLOGY,GHATKESAR,MDL,COED,PVT,2008,CIV,CIVIL ENGINEERING,62813,70493,90949,92861,94158,99084,62813,70493,68477,76459,95466,95466,87512,87512,98038,98064,60000,JNTUH
KPRT,KOMMURI PRATAP REDDY INST OF TECHNOLOGY,GHATKESAR,MDL,COED,PVT,2008,CSE,COMPUTER SCIENCE  AND  ENGINEERING,35711,35711,95592,96434,62325,62325,50267,50267,47848,53940,77195,77195,85871,85871,100533,100533,60000,JNTUH
KPRT,KOMMURI PRATAP REDDY INST OF TECHNOLOGY,GHATKESAR,MDL,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,43000,43000,80869,80869,64641,74501,56177,56177,54128,54128,69744,69744,43000,43000,77184,77184,60000,JNTUH
KPRT,KOMMURI PRATAP REDDY INST OF TECHNOLOGY,GHATKESAR,MDL,COED,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,93433,93433,98657,98657,93433,93433,93433,93433,93433,93433,93433,93433,97814,97814,93433,93433,60000,JNTUH
KPRT,KOMMURI PRATAP REDDY INST OF TECHNOLOGY,GHATKESAR,MDL,COED,PVT,2008,MEC,MECHANICAL ENGINEERING,96668,103213,96668,103213,100939,103213,96668,103213,96668,103213,96668,103213,96668,103213,98788,103213,60000,JNTUH
KTKM,KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,HUZURABAD,KRM,COED,PVT,1997,CIV,CIVIL ENGINEERING,37989,37989,73544,73544,48144,48144,37989,37989,49865,59238,95433,101045,58381,81852,75876,75876,70000,JNTUH
KTKM,KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,HUZURABAD,KRM,COED,PVT,1997,CSE,COMPUTER SCIENCE  AND  ENGINEERING,27843,27843,85072,85072,37941,37941,45263,45263,44954,44954,88845,91229,100121,103489,80454,91615,70000,JNTUH
KTKM,KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,HUZURABAD,KRM,COED,PVT,1997,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,33661,33661,101104,101104,48081,48081,48432,48432,48247,48247,48577,52753,100441,100441,101495,101495,70000,JNTUH
KTKM,KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,HUZURABAD,KRM,COED,PVT,1997,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,48371,48371,99197,99951,75022,81525,48371,66331,65937,65937,68619,78499,102755,102755,100419,100419,70000,JNTUH
KTKM,KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,HUZURABAD,KRM,COED,PVT,1997,MEC,MECHANICAL ENGINEERING,70670,85006,102207,102207,92244,97183,82313,85006,70670,99884,101066,101066,97015,97015,98337,98337,70000,JNTUH
KUCE,K U COLLEGE OF ENGG  KOTHAGUDEM,KOTHAGUDEM,KGM,COED,UNIV,1976,CSE,COMPUTER SCIENCE  AND  ENGINEERING,14690,16532,24086,25360,19963,23928,14690,16532,19936,25523,41385,41385,40275,40275,26993,26993,10000,KU
KUCE,K U COLLEGE OF ENGG  KOTHAGUDEM,KOTHAGUDEM,KGM,COED,UNIV,1976,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,16106,17378,23483,36660,21494,30007,36048,36048,20418,23773,44116,44116,44087,45174,27402,28990,10000,KU
KUCE,K U COLLEGE OF ENGG  KOTHAGUDEM,KOTHAGUDEM,KGM,COED,UNIV,1976,MIN,MINING ENGINEERING,12906,18307,22452,83962,17613,46001,12906,18307,19344,41966,12906,74609,36778,62994,12906,41469,10000,KU
KUCESF,K U COLLEGE OF ENGG  KOTHAGUDEM,KOTHAGUDEM,KGM,COED,SF,2012,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,25850,26526,38470,40097,33493,33493,25850,26526,32217,34187,97054,97054,57360,57963,48749,59139,35000,KU
KUCESF,K U COLLEGE OF ENGG  KOTHAGUDEM,KOTHAGUDEM,KGM,COED,SF,2012,INF,INFORMATION TECHNOLOGY,31750,37194,58458,87600,69176,75609,67091,67091,66970,66970,97032,97032,84234,84234,67213,67522,35000,KU
KUEWSF,UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS,WARANGAL,WGU,GIRLS,SF,2013,CSE,COMPUTER SCIENCE  AND  ENGINEERING,NA,16431,NA,42408,NA,22136,NA,22965,NA,22202,NA,41943,NA,42170,NA,39049,35000,KU
KUEWSF,UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS,WARANGAL,WGU,GIRLS,SF,2013,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,17253,NA,40229,NA,23561,NA,89831,NA,25861,NA,47758,NA,42596,NA,45854,35000,KU
KUEWSF,UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS,WARANGAL,WGU,GIRLS,SF,2013,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,NA,19919,NA,50145,NA,25643,NA,19919,NA,26146,NA,58080,NA,48708,NA,40855,35000,KU
KUEWSF,UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS,WARANGAL,WGU,GIRLS,SF,2013,INF,INFORMATION TECHNOLOGY,NA,24316,NA,70166,NA,31847,NA,33048,NA,32535,NA,61528,NA,60489,NA,48721,35000,KU
KUWL,KU COLLEGE OF ENGINEERING  AND TECHNOLOGY,WARANGAL,WGU,COED,UNIV,2009,CIV,CIVIL ENGINEERING,12373,12373,21684,21684,15074,16226,12373,37104,16413,20661,27453,51865,24848,24848,20844,24658,10000,KU
KUWL,KU COLLEGE OF ENGINEERING  AND TECHNOLOGY,WARANGAL,WGU,COED,UNIV,2009,CSE,COMPUTER SCIENCE  AND  ENGINEERING,7298,8612,23063,23063,13217,14010,7298,8612,13083,13083,12201,15120,30136,30136,23358,25384,10000,KU
KUWL,KU COLLEGE OF ENGINEERING  AND TECHNOLOGY,WARANGAL,WGU,COED,UNIV,2009,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,9184,9184,18144,19033,12806,14278,13532,13532,13578,13578,24061,24061,29466,33157,22056,26257,10000,KU
KUWL,KU COLLEGE OF ENGINEERING  AND TECHNOLOGY,WARANGAL,WGU,COED,UNIV,2009,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,10936,10936,19263,19263,14408,14408,10936,35592,14449,18451,32100,32100,31408,31408,19239,24742,10000,KU
KUWL,KU COLLEGE OF ENGINEERING  AND TECHNOLOGY,WARANGAL,WGU,COED,UNIV,2009,INF,INFORMATION TECHNOLOGY,12999,13499,27994,36522,19842,19842,12999,84822,18382,18382,46431,68285,44311,45105,27572,33649,10000,KU
